Order Date,State,Category,Sales,Quantity,Profit,Discount (%),Customer Rating
2023-02-22,Karnataka,Books,85289.01,12,9396.16,5,4.5
2023-12-13,Delhi,Furniture,80319.63,17,17210.11,5,4.2
2023-04-20,Haryana,Clothing,71687.98,14,12712.03,5,3.6
2023-02-21,Delhi,Furniture,113526.3,19,17861.98,15,4.0
2023-03-13,Tamil Nadu,Sports,7083.76,3,1503.31,25,4.4
2023-12-20,Maharashtra,Sports,30681.83,7,5893.83,25,4.1
2023-11-27,Maharashtra,Groceries,54306.27,16,7224.8,25,4.4
2023-09-28,Telangana,Electronics,90053.2,12,9819.06,20,4.1
2023-10-07,Haryana,Clothing,122534.36,16,30569.96,0,4.4
2023-01-08,Gujarat,Groceries,14838.69,2,4284.07,15,4.3
2023-11-18,Madhya Pradesh,Beauty,80690.12,14,7918.45,20,4.3
2023-03-20,Gujarat,Furniture,10926.62,10,3087.9,5,4.3
2023-07-20,Punjab,Furniture,57400.69,10,13810.08,5,3.6
2023-02-14,Telangana,Beauty,15601.16,4,3337.76,10,4.5
2023-12-03,Madhya Pradesh,Clothing,2379.95,4,262.24,0,3.7
2023-06-27,Kerala,Sports,19734.12,6,4833.89,10,4.6
2023-03-02,Bihar,Electronics,72086.4,11,10080.25,0,3.9
2023-10-23,Haryana,Furniture,62623.73,16,9971.4,15,4.8
2023-03-27,Uttar Pradesh,Clothing,56699.7,9,15691.02,25,4.6
2023-04-27,Madhya Pradesh,Electronics,13880.34,2,1147.95,0,4.2
2023-07-16,Telangana,Clothing,44902.2,6,12062.83,20,4.7
2023-12-02,Rajasthan,Groceries,25981.71,11,7313.54,10,3.9
2023-02-09,Punjab,Books,17061.23,4,4750.31,5,3.8
2023-09-22,Maharashtra,Beauty,21232.3,3,5743.91,10,4.0
2023-10-11,West Bengal,Electronics,24060.4,12,4909.22,10,4.6
2023-05-05,West Bengal,Books,147989.73,19,44324.87,5,4.6
2023-10-07,Bihar,Groceries,2739.17,5,466.23,5,4.3
2023-11-22,Odisha,Electronics,5620.62,11,1262.43,25,4.6
2023-02-23,Tamil Nadu,Groceries,58663.03,14,5466.04,5,4.6
2023-02-17,Maharashtra,Groceries,61164.74,17,16944.29,15,5.0
2023-02-13,Punjab,Furniture,25523.02,17,6645.99,0,4.4
2023-02-01,Rajasthan,Clothing,21500.56,8,5744.97,15,4.6
2023-06-17,Uttar Pradesh,Home Appliances,20268.76,9,5828.93,5,4.7
2023-10-27,Karnataka,Clothing,6931.25,4,1265.18,15,3.7
2023-07-03,Bihar,Groceries,42184.62,15,5834.21,0,3.6
2023-12-18,Gujarat,Electronics,47386.05,7,7208.11,0,4.6
2023-07-02,Rajasthan,Electronics,24512.51,10,7303.47,0,4.9
2023-08-20,Kerala,Groceries,15861.3,4,4074.09,5,3.7
2023-02-01,Odisha,Groceries,9929.99,5,1669.51,25,4.4
2023-11-27,Karnataka,Sports,1990.5,3,187.47,25,4.2
2023-03-07,Karnataka,Books,3280.89,4,595.22,5,4.9
2023-08-10,Odisha,Beauty,11537.88,16,2657.25,5,4.0
2023-04-06,Gujarat,Sports,106885.18,15,9365.59,20,4.4
2023-11-28,Gujarat,Home Appliances,99691.75,14,18481.53,0,3.9
2023-03-12,Rajasthan,Groceries,40266.34,17,12027.52,20,4.7
2023-07-15,Bihar,Books,73342.14,16,13687.81,20,4.3
2023-07-18,Gujarat,Clothing,2891.58,1,370.66,10,3.6
2023-08-30,Kerala,Books,151943.82,19,44713.35,0,3.9
2023-05-04,Gujarat,Electronics,38541.53,8,11415.47,15,4.0
2023-03-30,Delhi,Groceries,54815.62,19,13286.38,10,4.9
2023-01-15,Madhya Pradesh,Books,89813.92,19,18311.62,5,4.8
2023-09-10,Kerala,Sports,25069.64,6,2503.37,5,4.4
2023-01-11,Kerala,Home Appliances,2988.0,1,642.75,5,4.0
2023-04-01,Telangana,Books,1328.69,2,277.77,5,4.7
2023-09-27,Odisha,Books,9905.79,3,2845.17,15,4.4
2023-06-22,Gujarat,Books,39094.78,5,9426.43,15,4.7
2023-09-07,Haryana,Books,34823.23,6,7091.23,20,4.7
2023-04-25,Haryana,Clothing,36415.26,13,8429.03,5,3.8
2023-01-01,Madhya Pradesh,Beauty,14114.54,19,2999.7,20,3.8
2023-10-17,Karnataka,Home Appliances,14918.82,5,1448.88,10,5.0
2023-03-27,Haryana,Furniture,42346.97,11,5858.57,5,4.5
2023-06-29,Gujarat,Furniture,861.11,1,151.91,15,5.0
2023-07-31,West Bengal,Beauty,55142.16,12,5641.83,15,4.7
2023-10-23,Haryana,Groceries,23307.93,6,5962.7,0,3.9
2023-06-13,Gujarat,Furniture,9190.68,3,2530.61,5,4.6
2023-10-08,Telangana,Furniture,54507.52,11,11719.22,15,4.6
2023-08-09,Haryana,Clothing,143462.99,20,16435.53,0,4.0
2023-04-08,Rajasthan,Sports,27305.05,10,2760.58,15,4.4
2023-09-09,Delhi,Electronics,6343.4,12,629.76,25,4.4
2023-09-03,Tamil Nadu,Furniture,2052.15,1,452.3,0,4.2
2023-03-01,Gujarat,Beauty,66691.62,16,15034.21,0,4.5
2023-07-18,Delhi,Books,42516.66,13,7570.97,10,4.2
2023-05-15,Tamil Nadu,Sports,18283.61,19,4488.48,25,3.6
2023-12-09,Uttar Pradesh,Beauty,41920.57,19,3916.07,15,4.7
2023-08-03,Kerala,Home Appliances,135135.68,19,24970.06,0,4.1
2023-01-18,Kerala,Clothing,30477.64,4,5449.06,5,5.0
2023-04-09,Delhi,Electronics,15228.69,14,3506.98,5,5.0
2023-11-18,Delhi,Sports,80641.37,11,22669.76,0,3.6
2023-10-12,Rajasthan,Books,39578.95,9,11152.38,0,4.7
2023-11-16,Punjab,Beauty,14433.27,4,1625.24,20,4.4
2023-02-21,Telangana,Furniture,120585.12,19,30491.64,20,4.8
2023-07-30,Gujarat,Beauty,76642.79,16,14107.66,5,3.9
2023-03-15,Punjab,Beauty,6936.89,2,1896.34,25,3.9
2023-09-01,Telangana,Sports,7820.96,12,2032.08,10,4.0
2023-09-09,Odisha,Furniture,12063.13,8,3550.52,15,4.7
2023-06-14,Gujarat,Beauty,106833.22,20,12963.77,5,4.9
2023-07-28,Madhya Pradesh,Home Appliances,119066.59,17,31031.59,20,4.7
2023-02-03,Gujarat,Beauty,31769.37,5,6205.92,20,3.5
2023-04-09,Telangana,Groceries,4742.35,2,855.61,10,4.6
2023-05-21,Uttar Pradesh,Home Appliances,59110.14,17,16732.67,25,3.5
2023-07-10,West Bengal,Home Appliances,46223.42,6,8523.97,20,4.0
2023-03-25,Odisha,Sports,7914.06,3,1306.17,5,4.8
2023-04-20,Odisha,Groceries,44661.71,8,6216.84,15,4.3
2023-12-16,Maharashtra,Home Appliances,26776.43,5,5683.33,0,3.8
2023-11-08,Bihar,Sports,33106.96,9,5390.63,10,4.2
2023-04-22,West Bengal,Sports,113599.63,17,19013.57,0,3.5
2023-12-06,Odisha,Books,96391.19,18,20626.85,10,4.5
2023-09-04,Karnataka,Books,47740.15,9,12867.31,10,4.5
2023-11-30,Gujarat,Groceries,21898.51,5,2909.58,0,4.7
2023-11-04,Rajasthan,Books,29548.12,5,6624.34,10,3.9
2023-08-03,Rajasthan,Beauty,9745.36,2,2912.36,5,4.0
2023-04-24,Haryana,Home Appliances,51658.34,12,13740.72,25,4.8
2023-04-03,Gujarat,Furniture,23353.3,16,3197.15,20,4.6
2023-04-04,Haryana,Books,6500.7,3,839.45,10,4.1
2023-06-19,Uttar Pradesh,Sports,51402.28,19,13738.14,15,3.6
2023-11-21,Punjab,Furniture,114731.13,16,21810.96,25,4.1
2023-06-02,Rajasthan,Electronics,7651.2,5,949.25,15,5.0
2023-08-23,Delhi,Books,38052.35,6,7125.98,25,5.0
2023-06-10,Haryana,Electronics,3890.4,1,490.44,5,4.4
2023-03-23,West Bengal,Furniture,25542.99,5,5603.3,15,4.1
2023-09-02,Rajasthan,Electronics,9006.74,2,2168.33,0,4.8
2023-09-29,Tamil Nadu,Electronics,5200.15,1,700.67,25,4.8
2023-06-09,Delhi,Furniture,55575.31,13,8188.76,0,4.7
2023-06-02,Gujarat,Home Appliances,84537.16,17,13046.09,25,5.0
2023-06-25,Telangana,Home Appliances,73510.4,12,8547.38,15,3.5
2023-04-25,Madhya Pradesh,Clothing,42039.02,7,8816.95,5,3.7
2023-12-31,Haryana,Electronics,91963.05,13,12532.14,20,4.4
